报告ID,死亡人数,受伤人数,经济损失_万元,原因分析文本,Severity_Level
朝阳路195号“6.28”一般火灾事故调查报告,2,0,69.6371,起火原因为电气线路故障。灾害成因包括：1. 电气线路火灾隐患大，经营者未聘请专业电工规范敷设电气线路，场所内长期超负荷用电，电表的出线存在过负荷造成的绝缘内焦脱落现象，平常也有很多不规范的用电行为；2. 场所安全条件差，商铺内有楼梯直通二层住宿部分，未进行防火分隔，存在“三合一”问题，商铺和二层住宿部分存放大量安全帽、雨衣、机油、轮胎、摩托配件等，火灾荷载大；3. 经营者安全意识薄弱，二层住宿部分通向单元式住宅楼梯的入户门长期反锁，且门口堆放货物阻塞疏散通道，被困人员缺乏自救逃生能力；4. 属地政府监管不到位，东岭镇人民政府对“九小场所”、“三合一”场所消防安全治理工作推进不力，东岭镇大坵村委会未认真落实消防安全网格化管理工作，东岭派出所开展辖区日常消防监督检查和消防宣传教育不扎实，未跟踪检查到位。,0
朱雀热力有限责任公司锅炉及附属设备拆除工程项目“8?5”火灾一般事故调查报告,0,3,17.45,直接原因：英华公司施工人员在1#、2#脱硫塔顶部采用氧气丙烷气切割起吊孔，切割过程产生的炽热钢渣直接落入塔内，导致脱硫塔内壁防腐材料中的乙烯基树脂燃烧。由于1#、2#脱硫塔烟气出口管道通过防腐烟道与脱硝塔、湿式电除尘器、烟囱连接贯通，烟囱抬升效应显著，空气流通，导致火势蔓延。间接原因：1.英华公司安全生产主体责任落实不到位，专项施工方案不详细，切割作业人员未持证上岗，安全教育和技术交底不到位，安全管理措施不到位，未及时发现并消除事故隐患。2.建筑工程监理监理职责履行不到位，对专项施工方案审核不严，未严格审核安全教育及技术交底落实情况，未及时督促整改安全隐患。3.朱雀热力作为项目建设单位，对项目的安全生产工作统一协调、管理有漏洞，安全检查不全面、不细致、不到位，未切实督促有关单位履行安全管理职责，未及时发现并消除事故隐患。4.西安市市政公用局及其下属单位西安市燃气供热监督管理中心，安全生产监管职责履行不到位，日常监管检查不细致，未及时发现施工现场存在的安全隐患。5.碑林区相关部门（碑林区建设和住房保障局、西安市环保局碑林分局、碑林区张家村街办），落实“三管三必须”和“属地管理”要求不到位，安全生产监管职责履行不到位，安全隐患排查工作不到位。,0
杨桥镇桥兴社区“4·22”较大火灾事故调查报告,4,0,66.2,直接原因：手机充电造成电气线路故障引发火灾。间接原因：1. 店主消防安全意识淡薄，店铺内货物堆放杂乱并违规在店铺内设置阁楼留宿，未配备消防器材，把店铺后面唯一的窗户焊牢，现场电气线路较为混乱且关门后未对店内区域及时断电，对消防隐患未重视配合整改。2. 镇政府消防管理存在薄弱环节，未严格落实相关法律法规，未完善消防基础设施建设，对社区消防工作和颜记五金店存在的消防安全隐患未采取有效措施督促整改到位。3. 开展消防警示宣传不全面，社区未制定防火安全公约，居民消防安全意识和应急处置能力不足。4. 消防部门对农村消防工作重视不够，对杨桥镇公安派出所日常消防监督检查指导不到位，对杨桥镇消防器材配备、消防设施维护检查督促不到位。,1
杭州市临安区昌化镇朱白村孙家30号民房“12·4”火灾事故调查报告,1,0,0,起火原因为遗留火种引燃周围可燃物起火所致。事故原因分析：1.房屋为砖木结构，建造于90年代初，楼板和楼梯均为木质结构，屋内可燃物多，仅一部楼梯且建于房屋前厅内，不便于逃生。2.报警不及时，为着火房屋对面村民报警，户主孙某红未第一时间报警，其母亲戴某花年事已高无能力通知户主开展初期火灾扑救及报警。3.逃生自救意识薄弱，户主孙某红发现时位于二楼洗手间，未进行有效自救措施。户主母亲戴某花年事已高，自理能力弱，无法正常交流。4.路况复杂，位置偏远，当时段天气中到大雨，事故现场道路为环山公路且无路灯照明，道路狭窄影响行车速度，消防队伍到场时间较长。,0
某输气站“1.20”天然气管道爆炸着火事故案例,10,50,995,直接原因：Ф720管材螺旋焊缝存在缺陷，在一定内压作用下管道出现裂纹，导致天然气大量泄漏。泄漏的天然气在白杨树根系发育使土质疏松的树兜下聚集，并携带硫化亚铁粉末遇空气氧化自燃，引发管外第一次爆炸，同时造成管道撕裂。第一次爆炸后的猛烈燃烧使管内天然气产生相对负压，部分高热空气迅速回流管内与天然气混合，引发第二次爆炸，约3分钟后引发第三次爆炸。间接原因：管道运行时间长，管材疲劳受损；管道建设时期防腐工艺落后，管道外层腐蚀严重；管道内壁也受到腐蚀，产生硫化亚铁粉末；白杨树根系发育使土质变得较为疏松，为天然气泄漏并在管外聚集爆炸提供了条件；富加输气站场及进、出管道两侧存在较多建构筑物且过密，逃生通道狭窄；员工、家属和附近居民在逃生过程中恰遇第三爆炸点爆炸；油气田分公司对基层单位的安全生产管理工作存在不足，特别是对役龄较长的输气管线存在的安全隐患重视不够，管道巡查保护不力；仁寿县人民政府及规划和建设局对管线周围民用建构筑物过多造成的隐患认识不足，审批把关不严。管理原因：本次威青线大修工程投产方案采用天然气直接置换空气方式，严重违反规定，且没有按规定检测排放气体；施工组织方案不落实，未到现场对工程技术质量和安全环保检查把关；西南油气田修建富加站值班宿舍时，未严格执行《石油天然气管道保护条例》及有关规范的规定，在管线、场站的安全距离内建房，并将场站逃生通道选择在管道上方，并违反规定允许员工家属住在场站值班宿舍；管道巡护责任不落实，管理人员对巡线工执行管道巡护操作规程的情况监督检查不力，致使管道上方和管道附近深根植物长期存在，没有及时处置。,2
桂阳县玉景翡翠湾小区3栋206门面“8·22”一般火灾事故调查报告,2,0,47.9519,直接原因：1. 3栋206号门面承租人成新兵未经批准擅自开设门洞，占用公共部分安装排风系统，违规将电焊作业承包给未取得熔化焊接与热切割特种作业操作证资格的李异桂，李异桂未经培训考核合格取得特种作业操作证上岗作业，违反电焊操作规程在易燃危险物品的容器罐旁近距离进行电焊作业，作业前未对作业环境进行安全检查，未对208店面使用的盛装环保油容器罐采取消防安全措施。2. 3栋208号商铺李氏我家酸菜鱼饭店经营者李振华将易燃危险物品环保油容器罐安放在店面后巷的公共空间，无任何消防安全措施和消防安全标志，未尽到管理和告知义务。间接原因：3. 桂阳县玉景房地产开发有限公司在玉景翡翠湾小区3栋消防未经验收合格的情况下擅自投入使用。4. 桂阳县弘兴物业服务有限责任公司未对3栋208店面占用公共空间存放易燃危险物品行为进行制止和纠正，对208店面使用环保油燃料未履行消防安全监督检查责任，对206门面承租人成新兵占用公共空间安装排风系统未加制止。,0
梅州市“10?18”火灾事故调查报告,1,0,70,直接原因：梅州市梅江区黄永平汽修厂经营者黄永平，安全意识淡薄，不具备特种作业资格违法违规进行电焊作业，电焊产生的高温且带有明火的焊渣，溅落在车牌为赣CQ7805的牵引车的油箱上，引起油箱爆燃，火势蔓延成灾，并导致严志明死亡。间接原因：梅州市梅江区城北镇明阳村黄永平汽修厂只有2个手提式灭火器，且厂内及周边均无消防设施、设备，消防设施、设备的严重缺失、不足是事故发生的间接原因。,0
梅州市梅江区城北镇明阳村黄永平汽修厂“10.18”火灾事故调查报告,1,0,70,梅州市梅江区黄永平汽修厂经营者黄永平，安全意识淡薄，不具备特种作业资格违法违规进行电焊作业，电焊产生的高温且带有明火的焊渣，溅落在车牌为赣CQ7805的牵引车的油箱上，引起油箱爆燃，火势蔓延成灾，并导致严志明死亡。梅州市梅江区城北镇明阳村黄永平汽修厂只有2个手提式灭火器，且厂内及周边均无消防设施、设备，消防设施、设备的严重缺失、不足是事故发生的间接原因。,0
榕城区梅云街道 广东威武实业有限公司“12·12”一般火灾事故调查报告,0,0,581.56,"直接原因：事故楼房5楼仓库人货电梯后面的电气线路故障是引起火灾的直接原因。
间接原因：1、企业安全管理制度执行不力，隐患排查不彻底，安全生产主体责任落实不到位。2、企业安全教育制度不落实，安全生产管理人员和员工应急救援能力不强，火灾发生时对余火和复燃的火苗警惕性不足，自主施救不当，且未及时进行报警，延误了救援时间。3、事故楼房分3次建设，均未聘请有资质的单位进行设计施工，东侧、中间和西侧建筑建成之后又将墙体打通，将厂房2条约2cm宽的建筑伸缩缝连接在一起，其中一伸缩缝即在起火点附近，导致火灾很快形成立体燃烧，加快火势蔓延。企业没有按规定进行设计施工，存在违法建设行为。4、企业安全生产保障能力差，未按规定配备具备资质的特种作业人员（电工），未及时发现排除5楼仓库供电线路隐患。5、企业主要负责人安全生产职责履行不力，未按规定督促、检查本单位的安全生产工作，及时消除生产安全事故隐患；企业安全管理人员未认真履行安全生产管理职责，未认真落实隐患排查治理制度。6、梅云街道夏桥社区居民委员会贯彻落实安全生产和消防安全隐患整治工作部署不力，消防安全宣传教育工作不到位，落实消防安全网格化管理工作力度不足，对辖区内重点企业的安全检查不突出、不细致，没有及时发现广东威武实业有限公司存在的安全生产和消防安全隐患和问题，未能提供对广东威武实业有限公司的检查记录和台账。7、梅云街道派出所督促、指导夏桥社区居委会落实消防安全责任不力，贯彻落实上级部署的消防安全专项排查整治工作不到位，未制定消防安全专项整治相关监督检查计划，检查台账不完整，隐患排查治理没有闭环管理，未能提供对广东威武实业有限公司的检查记录和台账。8、梅云街道办事处未能全面加强辖区内安全生产和消防安全工作，对榕城区政府关于村级工业区消防安全专项整治、今冬明春火灾防控要求工作落实不力，工作推动力度不足，没有认真督查、指导夏桥社区居委会做好安全生产和消防安全工作。",0
横州市马岭镇城西区“1·17”火灾事故调查报告,3,0,7.16,直接原因是黄树佳使用电取暖器不当引燃可燃物蔓延成灾，监控视频显示电取暖器周围存在大量可燃物（包括机油），一放有塑料袋等物品的纸箱掉落到餐桌下电取暖器附近，从该处出现了火苗并引发火灾。间接原因包括：1. 零冬雪助力自行车及配件经营铺存在火灾隐患，属于典型的“下店上宅”的“三合一”场所，堆放大量易燃可燃杂物，未配置消防设施，住宿与经营场所未设置独立疏散设施和防火分隔。2. 个体经营户消防安全主体责任未落实，经营者消防安全意识淡薄，未制定灭火及疏散应急预案，未开展防火检查巡查，场所内违规使用电器设备，助力自行车及电池等相关配件管理混乱。3. 违章建设影响灭火逃生，楼顶搭建铁皮棚和铁皮围挡形成较封闭空间，导致高温有毒烟气不能及时扩散。4. 乡镇消防力量未能很好发挥灭火效能，马岭镇微型消防站车辆因故障送修，未及时取回并恢复执勤战备状态，未能第一时间扑救初期火灾。5. 缺乏消防安全常识，群众自防意识缺乏，使用电热器具不当，未采取有效分隔和配齐消防设施，火灾发生后未第一时间报警和采取正确逃生自救方式。6. 政府及职能部门对辖区自建房消防安全监管不力，督促指导下级部门履行职责不力，消防安全检查不到位，监管不深入，消防安全常识宣传教育工作不足，网格化管理不到位。,1
横栏镇中凤五金店“10·15”一般生产安全事故调查报告,0,3,258,直接原因：黄定均在抛光区域利用抛光机对铁制五金配件进行打磨抛光作业时，打磨产生的火花引起装有铝粉尘和锌合金粉尘的干式巷道式构筑物的布袋直接发生燃爆，并迅速通过抽风机往除尘系统的巷道里燃烧、整个抛光系统和除尘巷道都发生闪爆，导致黄定均、蒋福金、刘忠白3人当场重伤。间接原因：1. 中山市横栏镇中凤五金店未落实安全生产主体责任，不具备安全生产条件，从事粉尘涉爆作业，使用了国家明令禁止的危及生产安全的工艺设备（干式巷道式构筑物布袋除尘系统），未组织制定并实施安全生产操作规程，未建立健全并落实粉尘清扫制度，未对工人进行安全生产教育和培训，未建立健全并落实生产安全事故隐患排查治理制度，未及时发现并消除重大生产安全事故隐患。2. 经营者刘忠白作为主要负责人，未组织制定并实施本单位的安全生产规章制度和操作规程，未落实粉尘定期清扫制度，未组织制定安全生产教育和培训计划，未落实隐患排查治理制度，未消除重大生产安全事故隐患，未组织制定并实施生产安全事故应急救援预案。3. 经营场所出租方麦福贵未与承租单位签订专门的安全生产管理协议，未明确各自的安全管理职责，未对承租单位的安全生产工作统一协调、管理，未定期进行安全检查，未发现安全问题。4. 事故涉事场所的建筑属于历史存量违章建筑，未办理规划报建手续。5. 横栏镇应急管理局安全生产工作巡查检查不深入不到位，对辖区涉爆粉尘企业情况摸排不到位，安全生产监管能力有待提高，日常监管力度有待加强。6. 横栏镇城管住建和农业农村局开展“两违”建筑动态巡查发现工作不力，未能对涉事违章建筑进行动态巡查发现，未将该“两违”情况移交相关职能部门查处。7. 横栏镇新茂村网格化管理履职不力，网格员安全生产知识不足，未发现安全隐患。,0
武冈市晏田乡蕉林村“12·18”非法生产爆竹较大火药爆炸事故调查报告,4,1,38,直接原因：熊国生、潘雪梅非法组织爆竹生产，潘雪梅在搬运爆竹半成品经过堂屋时操作不当，引起燃烧爆炸。间接原因：1. 相关人员为非法生产提供便利条件（周维国出租房屋，程兴友、杨姣屿违法提供原材料）。2. 蕉林村委安全生产责任落实不到位，未认真细致排查非法生产线索。3. 晏田乡安全生产工作责任制落实不到位，未严格组织隐患排查整治，监管履责不到位。4. 武冈市公安部门对安全生产重视程度不够，未认真履行“打非”职责，对非法生产源头打击不彻底。5. 武冈市安监局“打非”职责履行不力，未深入彻底开展隐患排查整治。6. 武冈市人民政府未严格落实安全生产“打非”主体责任，督促指导不力，且“打非办”职责不明，打击非法生产不到位。,1
武夷山市洋庄乡“10·12”森林火灾,0,0,35.4271,直接原因为挖掘机驾驶员周仕龙在未确认电缆线是否带电、未向相关部门报告的情况下，擅自拉扯带电电缆线，导致接头短路产生电火花，引燃周边干草引发森林火灾。间接原因包括：洋庄乡东村村委会违规承诺致用电未及时注销，对疫木采伐项目跟踪监督管理不到位，森林火灾隐患排查不力；洋庄林业工作站对疫木采伐工作失管，护林员森林火灾隐患排查不力；洋庄供电所对表后长距离输电线路及用电规范情况巡查不力，未能发现用户违规私拉电缆、转供电行为；洋庄乡人民政府对违建处置未告知供电部门，致用电安全隐患，森林火灾隐患排查整治不力；武夷山市林业局森林火灾隐患排查不全面不深入，督促指导检查工作不到位；武夷山市工业和信息化局电力行业监督管理职责履行不到位。,0
水宁寺镇金银村 “12?05” 小型粉条加工厂火灾事故调查报告,0,0,9.2,起火原因是烘干架电加热管电源线为非标产品，长期高温高湿环境导致接头处绝缘层老化破损，发生短路打火，引燃周边湿粉条及淀粉包装。灾害成因包括经营者周敏安全管理缺位（未定期检查设备线路、使用非标电源线、湿粉条违规堆放、未配备消防设施、未制定设备日常维护制度）、基层监管疏漏（村委会未将粉条加工厂纳入排查、镇市场监督管理所未查处其无备案经营行为及督促落实安全要求）、以及经营者安全意识薄弱（未接受消防安全培训，对电气设备影响不清楚，初期灭火处置不当）。,0
永和家园1栋0101号门面冷水滩区老黑辣椒炒肉店“3?30”火灾事故调查报告,1,0,2.497,曾丽萍（死者）生活用火不慎，晚上休息时，没有将火炉熄灭，液化气泄露遇明火引发火灾导致事故发生。居民在日常生活中自我保护意识不强、警惕性不高。,0
永安镇城治村良堂队“12·28”事件调查报告,2,2,20.2,直接原因是彭超日房屋储存有烟花半成品，因烟花半成品受摩擦产生火花引起燃烧起火，同时引燃放置在房屋内所有烟花半成品及房屋内的所有可燃物品。燃烧发生后，因房门内开堵住逃生通道，导致在屋内的4人烧伤并窒息。间接原因是：户主赵业容、彭超日二人缺乏安全知识，法律意识淡薄，安全意识不强，居住场所存放烟花原料易燃危险品，操作不当或火源管理不严；彭毅、苏荣峰在永安镇城治村大村队非法加工烟花，并分发装填了火药的烟花饼给部分村民带回家中插引线，赵业容将此类烟花原料带回家；永安镇党委政府、城治村村“两委”、永安镇国土规建环保安监站、博白县公安局永安派出所等有关单位对烟花爆竹“打非”工作责任不落实到位，未能及时排查发现和打击非法加工窝点，安全隐患排查整治不全面不彻底，存在严重失职。,0
永州宁远“10·10”较大火灾事故调查报告,4,2,42.55,直接原因：汽配门店经营人在店内燃用蚊香，管理不善引燃周边瓦楞纸外包装引发火灾，着火后店内大量存放的化油器清洁剂、润滑油、灌装油漆等易燃易爆物品迅速受热爆燃，润滑油在高温下形成流淌火，助推火灾迅速蔓延扩大，同时产生大量高温有毒烟气并封堵逃生通道导致门店楼上人员伤亡。间接原因：1. 存放大量易燃易爆物品。汽配门店内存放大量化油器清洁剂、润滑油、灌装油漆等易燃易爆的物品，导致火灾迅速蔓延扩大并产生大量高温有毒烟气。2. 建筑内防火分隔不到位。店铺经营者缺少基本安全意识，以店为宅，存放易燃易爆物品的场所与住宅设置在同一栋楼内，生产、生活未做防火分隔。乡镇街道属地管理责任缺位，多合一场所整治和自建房安全整治隐患排查流于形式，日常安全监管不到位，导致火灾发生后烟气迅速蔓延至二楼、三楼，致使三楼的人员无法安全逃生。,1
永顺县“1.27”较大火灾调查报告,6,3,601.5,"起火原因：不排除永顺县豪爵专卖店城南分店东至西1号开间阁楼内中间货架上方LED灯（含电源线）故障起火引燃周边可燃物引发火灾的可能。
直接原因：
1. 火灾蔓延扩大的原因：防火分隔不到位（门店内仓储和销售区域之间、门店与住宅部分之间、住宅与楼梯之间均未进行有效防火分隔，在楼梯间形成烟囱效应）；高温烟气聚集（楼梯间自然排烟窗口被遮挡，屋顶露天平台被封闭）；火灾荷载大（起火门店存放的物品大部分为易燃可燃物品，燃烧迅速，产生大量高温有毒气体）；防盗网阻碍逃生（起火建筑住宅窗户安装有封闭式防盗网，未开设逃生窗）。
2. 人员伤亡的原因：火场逃生受阻（高温烟气蔓延至整个楼梯间，住宅内人员无法通过楼梯间逃生）；楼梯间及屋顶违规改造（楼梯间中转平台处自然通风窗口区域被违规改造成厨房厕所，无法排烟；六层作为建筑屋顶平台违规搭建被完全封闭，高温烟气无法排出室外）；住宅套间与楼梯间防火分隔不到位（窗户玻璃受高温炸裂，高温烟气迅速蔓延至住宅内）；燃烧产生大量有毒浓烟（店内销售的摩托车及配件燃烧后产生大量浓烟、一氧化碳等有毒烟气）。
间接原因：
1. 摩托车店主消防安全主体责任不落实：门店内未配备任何消防设施器材、未制定任何消防安全制度；未经主管部门备案登记，非法开展机动车维修业务；非法加设阁楼，并用做摩托车配件仓库；电气线路未经阻燃处理直接敷设在易燃可燃材料上；对有关部门检查发现的安全隐患问题拒不进行整改；发现火灾后，未及时查明火情、未有效处置、未及时报警，没有及时通知疏散楼上人员逃生。
2. 房屋出租人未履行消防安全主体责任：未经房屋租赁登记备案违法租赁房屋；未明确房屋租赁人的安全责任；允许黄纯刚非法加设阁楼，并用做摩托车配件仓库。
3. 永顺县人民政府和相关部门履职不到位：打击“两违”存在盲区；房屋租赁登记备案流于形式；机动车维修备案存在漏洞；对“九小”场所的消防安全监督检查不彻底，宣传教育培训力度不够。",1
永顺县石堤镇麻岔村民房“3·5”火灾事故调查报告,2,1,10.2858,直接原因为烤火炉过热引燃周边可燃物引发火灾。根本原因为监护人消防安全意识淡薄，将儿童单独留在家中，且离开时未检查烤火炉安全。间接原因和暴露问题包括：未成年人逃生自救能力不足导致人员伤亡；成年人盲目救援导致人员受伤；起火建筑为木质结构且无消防设施，耐火性差；农村地区道路狭窄，消防通行困难，延缓救援时间；以及村委会和镇党委政府消防安全宣传和检查指导不到位。,0
汉源县富林镇新兴村 “1?15” 农房火灾事故调查报告,0,1,6.82,直接原因为王秀英在北侧卧室使用煤火炉取暖时，未关闭炉体风门，导致炉火燃烧过旺，炉口温度过高，引燃距炉体仅0.3米的棉被，火焰迅速蔓延至周边衣物及木质家具，最终引发火灾。深层次原因包括群众消防安全意识薄弱，如将易燃物品靠近煤火炉放置、用火安全习惯不良（未关闭炉体风门、未配备消防器材）及老年人自救能力不足；农村消防安全群防群治机制不健全，表现为基层排查流于形式、对独居老人等重点人群监管缺失、消防安全宣传教育不到位；以及消防安全管理责任落实不到位，镇级监管和村级责任未压实、部门协同不足，导致农村自建房消防安全处于监管空白。,0
江北区观音桥街道桥鸿一村“5·5” 火灾事故调查报告,1,0,12.704,火灾起火部位位于江北区观音桥街道桥鸿一村38号1单元8-3北侧次卧室，起火点位于北侧卧室南侧床头处，起火原因为李黎卧床吸烟，燃着的烟头引燃床上可燃物蔓延成灾。发生火灾后，初起火灾未能得到有效的控制，起火时间为凌晨，死者李黎因饮酒过多未意识到火灾发生，在火灾蔓延后无法逃生，吸入浓烟导致死亡。,0
江巴孜乡艾格铁热克村4组053号“6·24”一般火灾事故调查报告,1,0,22.24115,火灾原因无法排除用电器具及电器线路故障引起，现场勘验发现客厅东南角墙面有明显“V”形痕迹，该处放置2台二手冰箱，地面有金属导线及插座金属簧片。造成灾害的成因一是起火住宅的建筑材质为砖木结构，家中多易燃可燃装修材料，火势迅速扩大蔓延；二是群众安全意识不强，发生火灾后未能第一时间报警扑救；三是当事人身体瘫痪，缺乏自主逃生能力，发生火灾时独自在家，对特殊群体关注管理不到位。,0
江汉区花楼水塔街道江汉路35号、37号“12.16”一般火灾事故调查报告,1,0,141.461539,直接原因：6号房间（死者胡小牛房间）西南角转椅处遗留火种（烟头）引燃周围可燃物，随后引燃屋内堆放的废旧书籍、杂物、纸箱等可燃物，火势沿木质油毛毡闷顶迅速蔓延。灾害成因：1.房屋耐火等级低，江汉路35、37号均为砖木结构建筑，耐火极限不足，火势在短时间内迅速蔓延。2.防火间距不足，江汉路35号、37号两栋建筑贴邻而建，热辐射和飞火引燃相邻建筑导致火灾范围扩大。3.住户擅自改变房屋结构，搭建夹层，分隔转租，造成火灾荷载增大、火势扩大蔓延。4.居民消防安全意识薄弱，存在留存大量可燃杂物、占用通道楼梯、电线私接乱拉、乱扔烟头等不安全生活习惯。,0
汶上县郭楼镇 “9?05” 乡镇秸秆颗粒燃料厂火灾事故调查报告,0,0,8.8,直接原因为员工张强违规在车间内进行电焊作业，未清理周边易燃秸秆粉尘及原料，电焊火花引燃粉尘堆，初期灭火不彻底导致残留火星复燃并引燃大量秸秆原料。间接原因包括：燃料厂违法违规运营，具体表现为未办理营业执照及消防备案，擅自开展加工，使用非标电气设备及私拉线路，未建立设备维护制度，未禁止车间内明火作业，易燃粉尘长期堆积未清理，消防通道被占用；人员安全意识缺失，工人未接受消防安全培训，不清楚粉尘燃爆特性及电焊作业安全规范，开展电焊作业时未采取防火隔离措施，初期灭火不彻底；基层监管缺位，郭楼镇政府未将该燃料厂纳入排查范围，县农业农村局未查处无照经营行为，县应急管理局未开展乡镇秸秆加工企业安全专项检查。,0
沈阳市苏家屯区有禾稻草加工厂“4·23”一般火灾事故调查报告,0,0,15,角磨机操作工人李某民消防安全意识淡薄，在未清理铡草机附近杂草、也未采取任何防护措施的情况下用角磨机打磨刀片，产生火花引燃铡草机附近杂草造成火灾。沈阳市苏家屯区有禾稻草加工厂未落实企业主体责任，未对工人进行消防安全教育培训，草场附近未配备消防设备、设施，且大量存储稻草。十里河村村委会对沈阳市苏家屯区有禾稻草加工厂存在的消防安全隐患没有引起重视，村级网格员工作职责不明晰，没有隐患排查治理清单和台账，该隐患长期存在未进行整治，也未上报街道办事处，没有形成闭环管理。,0
沙依巴克区骑马山街道阳光恒昌物业服务股份有限公司“11·20”一般火灾事故调查报告,1,0,81.6484,直接原因：位于恒昌恒业花园小区西区3号门卫室靠西北侧电暖器表面覆盖被褥、衣物等可燃物，导致覆盖物蓄热引起火蔓延成灾。间接原因：新疆格莱乐保洁服务有限公司派遣到阳光恒昌物业服务股份有限公司恒昌恒业花园小区物业从事保安工作的员工陆俊（死者）夜间值班时，擅自带躺椅在值班岗位睡岗，个人违反单位的安全生产管理制度、劳动纪律、岗位职责，安全意识淡薄，危险辨识能力差，火灾发生后不能自救。,0
沙坪坝街道思源村6号“2·6” 火灾事故调查报告,1,0,6.3,直接原因：此次火灾起火部位位于沙坪坝区思源村6号16-4住户东侧卧室内，起火点位于东侧卧室距南墙1.7米、距西墙1.8米处附近，起火原因为电气线路故障引燃周边可燃物引发火灾。间接原因：1.室内火灾隐患突出。室内部分电线未穿管敷设，电器设施老旧，加之衣物、棉被等可燃物多。发生火灾后，卧室内温度急剧升高，迅速形成整体燃烧。2.老人疏散逃生困难。死者因病行动不便，逃生能力差，加之夜间无人同室陪护，发现火灾后未第一时间施救逃生，最终造成人员伤亡。3.消防安全管理存在薄弱环节。物业管理单位（重庆嘉汇物业管理有限公司）未履行防火巡查、设施维护等职能，存在消防设施未保持完好有效，火灾初期无人处置等问题。4.消防车道占用堵塞。思源村小区所在位置进出道路狭窄，加之春节期间大量车辆违规停放，占用堵塞消防通道，消防车辆通行困难。,0
沙尔宗乡“3.27”火灾事故,0,0,34.4879,火灾的直接原因是由于沙尔宗乡克莎街村民黄英住宅二楼室内电气线路短路，产生火花引燃周围可燃物所致。间接原因是周边现有房屋大多建于上世纪60 年代，房屋陈旧，地板、屋顶都为木质结构，且房间内大量采用胶合板等材料作为墙面，耐火等级低。加之家庭电气线路使用年久，老化现象突出，火灾隐患严重。此外，火灾发生时由于大风的鼓动，火借风势加速向毗邻的房屋蔓延，也加重了灾情严重程度。,0
沙溪镇联合村委会西伙山村15号万顺宝户“2·21”民房火灾事故调查报告,1,0,7.5696,起火原因系万顺宝卧床吸烟引燃周围可燃物蔓延扩大成灾。事故主要由当事村民用火用电防范意识差引发。此外，火灾建筑为土木结构、年代久远，农村柴草堆放混乱，村民防火意识淡薄，老年人生活习惯混乱等也是导致悲剧的因素。调查中也反映出沙溪镇人民政府村一级对本村重点人群日常消防宣传不到位。,0
河南三门峡河南大有能源股份有限公司耿村煤矿5 · 9较大火灾事故调查报告,5,0,1483.26,"直接原因：该矿开采的煤层为自燃煤层，13采区中部水仓泵房回风联络巷调节风窗周边破碎煤体自燃，火势发展至13采区回风下山，引燃巷道内的木背板和破碎煤体，并沿回风侧迅速蔓延，形成较大火风压，导致风流逆转和紊乱，高温烟气和高浓度CO阻断逃生通道，造成5名人员死亡。
间接原因及暴露出的问题：1.耿村煤矿：风险研判不全面；隐患排查治理不深入；安全监控系统有缺陷；应急处置工作不力；火灾防治技术管理存在漏洞；事故上报不及时。2.大有能源：责任落实不到位；技术管理不到位。3.义煤公司：安全发展理念不牢；安全管理不到位。",1
河源市源城区东埔街道“4·9”一般火灾事故调查报告,2,0,7.99193,直接原因：2号电动自行车（车主欧阳明）锂电池热失控引燃周围可燃物引发火灾。间接原因：1. 业主消防安全责任未落实，包括建筑疏散门设置不当，未设置室外电动车停放充电场所、烟感报警器、简易喷淋等消防设施，以及房东与租户未明确消防安全责任。2. 街道及社区对辖区内出租屋、电动车、电动自行车停放及充电消防安全监管不力，存在漏洞和死角，对出租屋、自建房底数不清，消防安全宣传不到位。3. 河源市萌骑商贸有限公司销售未达国家标准的电动自行车，并进行改装，导致改装后电池电压与原车标准不符，增加了火灾风险。,0
泉州博量贸易有限公司“2024.5.14”火灾事故调查报告,1,0,0,起火原因不能排除电气故障打火引燃周边可燃物。灾害成因包括：泉州博量贸易有限公司消防安全主体责任落实不到位，仓库内电气线路敷设不规范，货物堆积不当，未制定灭火疏散预案，员工不熟悉安全出口且疏散通道阻塞；一厂多租导致消防安全责任不明确，业主与租户未明确管理职责，未定期检查公共消防设施；起火建筑未按技术规范设计施工，未办理消防审核、验收手续，存在未配置火灾自动报警系统、自动喷水灭火系统等先天隐患；员工消防安全意识淡薄，未及时发现和报告火情，也未第一时间组织初期扑救和疏散；属地政府（百崎回族乡人民政府、后海村村委会）组织监管不到位，未全面排查整治，消防宣传教育培训薄弱。,0
泸州市叙永县江门镇光照村 “5?15” 小型藤编工艺品厂火灾事故调查报告,0,0,8.6,技术检测发现，裁剪机电机电源线为非标产品，长期超负荷运行导致接头处绝缘层老化破损，发生短路打火，引燃周边藤条碎屑及藤材，引发火灾。运营管理混乱：周敏未定期维护编织设备线路，设备长期超负荷运行；藤条碎屑未及时清理，堆积在设备周边，与电气设备未保持安全距离，未配备有效消防设施。基层监管缺失：江门镇光照村村委会未将藤编工艺品厂纳入“散乱污”场所排查；镇市场监督管理所未查处其无照经营行为。安全意识不足：周敏未接受消防安全培训，不清楚藤类可燃物的易燃特性，初期灭火处置不当。,0
